invoice_id,client_industry,client_credit_rating,client_company_size,payment_method,has_dispute_history,collateral_or_guarantee,payment_terms_days,invoice_amount_kes,client_relationship_years,prior_late_payments_count,discount_offered_pct,days_outstanding_avg_historical,guarantee_value_kes,economic_sector_growth_rate_pct,payment_risk_category
915,Manufacturing,Good,Medium,Bank Transfer,Yes,Yes,45,408954.0,1.3,3,1.47,24.7,388450.7908704583,2.02,Severely Late
916,Technology,Good,Enterprise,Letter of Credit,No,No,30,213374.0,6.8,2,2.54,38.4,,4.46,On-Time
917,Construction,Poor,Small,Bank Transfer,No,No,30,391375.0,7.3,1,4.08,21.1,,0.37,Late
918,Construction,Good,Large,Bank Transfer,No,No,30,826688.0,10.0,3,3.48,56.6,,0.28,Severely Late
919,Healthcare,Good,Large,Cheque,No,No,30,342245.0,12.5,1,1.47,36.4,,3.09,On-Time
920,Retail,Excellent,Small,Mobile Money,No,Yes,15,367629.0,1.5,1,2.73,26.3,155168.88607132487,1.32,On-Time
921,Retail,Excellent,Small,Bank Transfer,No,Yes,45,549471.0,3.8,1,1.35,26.4,221841.83087992176,1.49,On-Time
922,Manufacturing,Excellent,Large,Mobile Money,Yes,No,45,117500.0,9.5,1,2.89,24.7,,1.95,On-Time
923,Manufacturing,Poor,Enterprise,Mobile Money,No,Yes,30,229142.0,2.6,0,0.76,18.6,261820.64098940336,1.6,On-Time
924,Technology,Good,Medium,Letter of Credit,No,No,60,104193.0,7.5,0,2.57,21.3,,4.65,On-Time
925,Technology,Good,Medium,Letter of Credit,Yes,No,45,420525.0,2.8,1,0.54,18.6,,4.88,On-Time
926,Manufacturing,Fair,Small,Letter of Credit,No,No,15,98754.0,5.2,4,3.86,56.1,,1.78,Late
927,Retail,Poor,Medium,Bank Transfer,No,No,60,419325.0,3.5,0,1.41,14.1,,0.86,Severely Late
928,Manufacturing,Poor,Medium,Mobile Money,No,Yes,30,305433.0,3.0,1,2.24,21.6,362328.6221939345,1.68,On-Time
929,Retail,Poor,Medium,Letter of Credit,No,Yes,15,415178.0,3.9,0,1.22,21.0,240608.18375040244,1.23,On-Time
930,Retail,Fair,Large,Bank Transfer,No,Yes,30,839644.0,0.4,0,1.0,10.1,970530.3667603723,1.8,On-Time
931,Healthcare,Good,Large,Bank Transfer,No,Yes,30,68802.0,4.1,2,3.15,31.8,47781.181652270185,3.34,On-Time
932,Manufacturing,Excellent,Medium,Bank Transfer,No,No,90,970861.0,20.6,0,3.23,17.7,,1.87,On-Time
933,Construction,Fair,Medium,Bank Transfer,No,No,30,142670.0,6.8,0,2.36,13.7,,1.53,On-Time
934,Retail,Good,Small,Cheque,No,Yes,15,126520.0,1.4,1,1.21,20.0,131057.2027013832,1.44,On-Time
935,Construction,Fair,Medium,Cheque,No,No,45,232793.0,12.2,2,0.0,36.5,,1.49,On-Time
936,Technology,Good,Large,Bank Transfer,No,No,90,288701.0,9.3,1,1.56,25.8,,4.85,On-Time
937,Construction,Fair,Large,Letter of Credit,No,Yes,30,515422.0,15.4,0,2.84,19.7,296157.71138187713,1.31,Late
938,Technology,Excellent,Large,Mobile Money,Yes,Yes,15,321954.0,2.0,1,3.17,10.1,248454.6574185572,3.83,On-Time
939,Retail,Excellent,Small,Bank Transfer,No,No,60,162127.0,5.9,1,1.57,15.5,,1.63,On-Time
940,Manufacturing,Good,Large,Mobile Money,No,No,15,302959.0,4.7,3,0.48,33.0,,1.34,On-Time
941,Technology,Good,Large,Mobile Money,No,Yes,60,603531.0,2.0,1,0.39,22.4,659427.5380791699,4.69,On-Time
942,Manufacturing,Excellent,Large,Bank Transfer,No,No,30,705142.0,8.2,1,0.8,28.5,,1.72,On-Time
943,Retail,Poor,Medium,Bank Transfer,No,Yes,30,284885.0,0.8,0,1.05,11.8,204586.65090537054,1.53,On-Time
944,Construction,Fair,Medium,Bank Transfer,Yes,No,15,373960.0,1.1,2,0.51,35.7,,1.22,Late
945,Manufacturing,Fair,Medium,Bank Transfer,No,No,90,102937.0,4.3,1,2.9,28.3,,1.79,Late
946,Retail,Excellent,Medium,Bank Transfer,No,No,30,412129.0,3.9,1,1.61,19.0,,1.85,On-Time
947,Technology,Fair,Large,Bank Transfer,No,No,30,635069.0,2.3,2,1.65,30.8,,4.82,On-Time
948,Retail,Fair,Medium,Bank Transfer,No,Yes,45,676284.0,2.4,4,3.02,52.5,400659.42930124037,1.73,Severely Late
949,Healthcare,Poor,Small,Mobile Money,No,No,15,253076.0,2.8,0,2.53,14.2,,2.69,On-Time
950,Retail,Excellent,Small,Mobile Money,No,No,45,400642.0,7.4,3,4.0,37.4,,1.75,On-Time
951,Manufacturing,Excellent,Large,Cheque,Yes,Yes,60,423730.0,6.1,1,0.72,29.2,420741.8365638487,1.91,Late
952,Healthcare,Good,Small,Mobile Money,No,No,45,179222.0,4.1,1,2.66,14.1,,2.7,On-Time
953,Retail,Excellent,Large,Bank Transfer,No,Yes,45,63311.0,7.4,1,2.79,20.6,60606.188630994526,1.75,On-Time
954,Healthcare,Good,Small,Bank Transfer,No,No,30,408311.0,5.6,1,2.32,24.3,,2.95,On-Time
955,Technology,Fair,Small,Bank Transfer,No,Yes,60,255672.0,5.3,2,3.11,17.1,191165.39986055208,3.96,Late
956,Technology,Fair,Medium,Bank Transfer,Yes,No,90,1053471.0,6.5,1,2.23,23.3,,3.91,Severely Late
957,Construction,Excellent,Small,Cheque,Yes,No,30,308704.0,2.4,2,2.61,33.9,,0.94,On-Time
958,Healthcare,Excellent,Enterprise,Letter of Credit,No,No,60,203530.0,2.8,1,0.4,38.5,,3.55,On-Time
959,Retail,Good,Small,Mobile Money,No,No,30,708306.0,3.8,4,1.44,43.5,,1.74,Late
960,Technology,Good,Large,Bank Transfer,No,Yes,15,895787.0,6.0,1,1.75,21.6,946750.3625704022,5.33,On-Time
961,Manufacturing,Excellent,Small,Cheque,No,Yes,30,341450.0,3.4,0,5.05,11.3,327032.753545781,2.37,On-Time
962,Retail,Good,Enterprise,Mobile Money,No,No,15,214130.0,9.8,3,1.0,33.9,,1.9,On-Time
963,Construction,Good,Small,Bank Transfer,No,No,30,189293.0,8.0,2,0.56,38.2,,0.75,On-Time
964,Manufacturing,Poor,Medium,Bank Transfer,No,Yes,60,329062.0,1.0,1,1.76,29.1,346295.57923190825,2.7,Severely Late
965,Technology,Fair,Large,Bank Transfer,No,No,45,186494.0,8.2,0,2.95,3.5,,4.31,On-Time
966,Technology,Good,Small,Letter of Credit,No,No,60,283003.0,3.8,1,2.39,33.2,,3.86,On-Time
967,Manufacturing,Good,Medium,Bank Transfer,No,No,30,298825.0,2.1,2,4.11,31.9,,2.21,On-Time
968,Construction,Excellent,Medium,Cheque,No,No,60,825973.0,13.8,2,3.12,27.0,,1.11,Late
969,Retail,Fair,Enterprise,Bank Transfer,Yes,Yes,90,171927.0,5.8,4,0.87,64.8,80576.87005954311,1.52,Severely Late
970,Manufacturing,Fair,Small,Bank Transfer,No,No,15,87542.0,4.6,0,1.27,16.6,,1.58,On-Time
971,Manufacturing,Excellent,Medium,Letter of Credit,No,No,30,98867.0,3.4,2,2.02,24.5,,2.43,On-Time
972,Retail,Fair,Medium,Letter of Credit,Yes,No,60,376031.0,7.3,3,3.48,55.0,,1.8,Severely Late
973,Manufacturing,Good,Small,Bank Transfer,No,No,45,313091.0,4.7,0,1.12,9.4,,1.39,On-Time
974,Technology,Excellent,Small,Letter of Credit,No,Yes,30,143554.0,3.3,2,4.12,57.0,61889.57405018276,5.02,On-Time
975,Technology,Good,Large,Cheque,No,No,45,190451.0,4.8,1,1.1,13.5,,4.19,On-Time
976,Manufacturing,Poor,Small,Letter of Credit,No,No,30,80426.0,5.8,1,1.33,22.7,,2.02,Late
977,Manufacturing,Excellent,Small,Cheque,No,No,45,270254.0,1.6,0,3.24,20.7,,1.89,On-Time
978,Retail,Good,Medium,Bank Transfer,No,No,30,282646.0,4.3,0,2.12,8.1,,1.57,On-Time
979,Retail,Good,Medium,Mobile Money,No,No,30,184221.0,11.4,2,3.47,37.1,,1.38,On-Time
980,Construction,Excellent,Medium,Letter of Credit,Yes,No,45,160131.0,3.1,1,2.68,24.7,,1.39,On-Time
981,Construction,Good,Small,Mobile Money,No,No,45,160809.0,4.9,2,3.11,40.9,,1.18,Late
982,Retail,Good,Large,Bank Transfer,No,No,30,221609.0,5.6,0,2.84,19.7,,1.32,On-Time
983,Retail,Fair,Small,Bank Transfer,Yes,Yes,45,301849.0,1.0,1,0.85,19.5,266874.5479647567,1.14,Severely Late
984,Healthcare,Fair,Small,Mobile Money,Yes,No,90,641695.0,3.5,0,1.19,29.7,,2.85,Late
985,Retail,Fair,Medium,Bank Transfer,No,No,30,128944.0,3.4,0,2.08,18.3,,2.13,On-Time
986,Manufacturing,Fair,Large,Cheque,No,No,30,408274.0,2.4,2,1.24,35.9,,2.17,On-Time
987,Technology,Fair,Medium,Bank Transfer,No,No,30,321692.0,8.0,1,3.95,25.9,,4.86,On-Time
988,Retail,Poor,Small,Bank Transfer,No,Yes,45,1079562.0,15.1,0,0.66,14.5,972698.8259823022,1.61,Late
989,Manufacturing,Good,Medium,Bank Transfer,No,No,60,296288.0,1.3,1,3.02,25.7,,1.95,Late
990,Manufacturing,Excellent,Small,Letter of Credit,No,No,30,411796.0,9.3,0,1.52,14.2,,2.03,On-Time
991,Technology,Good,Small,Letter of Credit,Yes,Yes,45,278552.0,2.7,1,0.24,21.2,296440.8811292495,4.62,On-Time
992,Healthcare,Good,Medium,Bank Transfer,No,No,45,320255.0,8.0,0,2.09,8.3,,3.48,On-Time
993,Manufacturing,Excellent,Medium,Mobile Money,No,Yes,60,285932.0,6.6,0,1.5,9.5,233630.66618178654,2.52,On-Time
994,Manufacturing,Good,Small,Bank Transfer,No,No,15,133028.0,4.6,1,2.6,11.6,,2.78,On-Time
995,Manufacturing,Fair,Small,Bank Transfer,No,Yes,30,910658.0,4.4,1,0.35,15.1,526022.6627710023,1.91,On-Time
996,Technology,Fair,Small,Bank Transfer,No,Yes,90,298277.0,4.0,1,0.96,13.2,163640.02951800017,4.46,On-Time
997,Manufacturing,Poor,Small,Bank Transfer,No,No,60,127720.0,6.7,1,4.36,32.2,,1.84,Late
998,Healthcare,Good,Medium,Letter of Credit,Yes,Yes,30,471189.0,13.2,2,3.07,30.8,436940.8286389067,2.59,On-Time
999,Manufacturing,Good,Large,Bank Transfer,No,No,30,288195.0,5.6,0,0.93,24.5,,1.58,On-Time
1000,Construction,Poor,Small,Bank Transfer,Yes,No,45,264531.0,12.5,3,2.31,45.3,,0.66,Severely Late
1001,Technology,Excellent,Medium,Bank Transfer,No,No,15,300546.0,4.4,0,2.68,16.1,,3.99,On-Time
1002,Retail,Good,Medium,Bank Transfer,No,No,30,303413.0,3.9,2,1.57,30.9,,1.41,On-Time
1003,Construction,Fair,Large,Cheque,No,No,15,231356.0,2.2,1,0.0,20.7,,1.21,Late
1004,Manufacturing,Good,Medium,Bank Transfer,No,No,30,549354.0,9.0,1,4.87,23.9,,2.0,On-Time
1005,Retail,Fair,Large,Mobile Money,No,No,60,297810.0,3.5,2,2.37,39.7,,1.4,On-Time
1006,Retail,Good,Medium,Bank Transfer,No,No,30,239602.0,5.1,0,2.75,21.6,,1.29,On-Time
1007,Technology,Good,Medium,Bank Transfer,Yes,Yes,90,110593.0,2.3,2,4.32,18.3,68538.91062991308,4.42,Severely Late
1008,Retail,Good,Small,Letter of Credit,No,No,15,328643.0,7.3,3,0.0,41.0,,1.59,Late
1009,Technology,Good,Small,Bank Transfer,No,Yes,15,382484.0,1.9,1,1.12,28.1,272490.7034991878,4.67,On-Time
1010,Retail,Fair,Small,Bank Transfer,No,Yes,60,333052.0,1.8,3,2.63,34.1,396619.47017387155,1.87,On-Time
1011,Manufacturing,Fair,Large,Bank Transfer,No,No,90,58227.0,6.5,1,1.07,22.3,,3.16,Severely Late
1012,Technology,Good,Small,Bank Transfer,No,No,30,440260.0,5.0,1,2.29,24.2,,5.13,On-Time
1013,Technology,Fair,Medium,Mobile Money,No,No,45,81236.0,6.7,1,0.06,20.9,,4.48,Late
1014,Retail,Good,Enterprise,Cheque,No,Yes,45,1381057.0,4.3,0,2.53,17.5,1487066.3590240758,1.08,On-Time
1015,Manufacturing,Poor,Small,Mobile Money,Yes,Yes,45,659115.0,13.0,2,0.0,38.6,725554.1637113674,2.2,Severely Late
1016,Healthcare,Good,Large,Cheque,No,No,15,978743.0,1.4,0,1.79,24.4,,2.67,On-Time
1017,Construction,Fair,Small,Mobile Money,No,Yes,90,328658.0,1.4,2,4.58,18.8,312737.7056165789,0.39,Severely Late
1018,Construction,Poor,Large,Bank Transfer,No,No,60,465298.0,10.3,3,4.76,27.7,,1.15,Severely Late
1019,Manufacturing,Good,Large,Letter of Credit,No,No,15,924351.0,4.6,2,1.27,39.8,,1.78,Late
1020,Retail,Good,Large,Bank Transfer,No,No,45,98527.0,10.4,1,0.63,25.4,,1.6,On-Time
1021,Healthcare,Excellent,Medium,Mobile Money,No,No,60,515946.0,15.6,1,1.21,17.7,,3.32,On-Time
1022,Retail,Fair,Small,Bank Transfer,No,No,45,312458.0,6.0,2,1.1,36.6,,1.62,Late
1023,Construction,Good,Small,Bank Transfer,No,No,30,77074.0,2.5,0,1.97,17.9,,1.38,On-Time
1024,Technology,Good,Medium,Cheque,No,No,45,106273.0,12.7,0,0.67,13.5,,4.32,On-Time
1025,Healthcare,Excellent,Large,Bank Transfer,Yes,No,30,636825.0,2.9,0,3.52,8.3,,2.45,On-Time
1026,Construction,Excellent,Medium,Mobile Money,No,No,60,307422.0,0.4,2,2.87,34.1,,0.66,Late
1027,Manufacturing,Poor,Large,Bank Transfer,No,Yes,90,188788.0,14.0,1,2.7,21.3,153628.15387249345,1.7,Severely Late
1028,Construction,Excellent,Large,Letter of Credit,No,No,90,215875.0,3.7,2,2.22,37.3,,0.81,Severely Late
1029,Technology,Good,Small,Letter of Credit,No,Yes,30,217127.0,9.4,1,3.86,23.7,245036.1522254244,3.62,On-Time
1030,Technology,Excellent,Small,Mobile Money,No,No,15,351227.0,2.5,1,0.0,20.2,,3.58,On-Time
1031,Manufacturing,Fair,Medium,Cheque,No,Yes,60,240820.0,3.8,0,0.0,16.7,209014.48085345645,2.14,On-Time
1032,Technology,Poor,Large,Cheque,Yes,Yes,30,284724.0,2.8,0,0.89,21.1,204318.758997734,4.6,On-Time
1033,Technology,Good,Large,Bank Transfer,No,No,60,520511.0,2.3,1,0.48,25.5,,3.82,On-Time
1034,Retail,Good,Large,Bank Transfer,No,Yes,30,207693.0,3.6,1,1.36,21.8,227526.68965689652,1.68,On-Time
1035,Healthcare,Fair,Enterprise,Bank Transfer,No,Yes,30,284521.0,4.3,1,3.59,18.0,235613.55702495185,3.52,On-Time
1036,Manufacturing,Fair,Medium,Mobile Money,No,No,15,199285.0,8.9,1,1.97,24.8,,1.95,On-Time
1037,Healthcare,Good,Small,Cheque,No,Yes,60,816490.0,4.1,2,2.39,43.5,660657.9383053363,2.64,On-Time
1038,Manufacturing,Good,Medium,Bank Transfer,No,Yes,30,557043.0,13.2,2,2.77,35.5,640201.3672159878,2.48,On-Time
1039,Manufacturing,Poor,Medium,Bank Transfer,No,Yes,45,126948.0,3.4,2,0.99,34.3,114843.94771078859,1.98,Severely Late
1040,Manufacturing,Fair,Enterprise,Mobile Money,No,No,15,514789.0,11.8,0,1.37,13.3,,2.04,On-Time
1041,Manufacturing,Excellent,Small,Cheque,No,No,30,497006.0,9.4,2,3.45,26.9,,1.54,On-Time
1042,Technology,Good,Large,Bank Transfer,No,No,30,310878.0,1.9,0,4.23,15.9,,4.89,On-Time
1043,Manufacturing,Excellent,Medium,Letter of Credit,No,No,90,257803.0,5.4,0,0.44,7.8,,1.9,On-Time
1044,Technology,Excellent,Large,Bank Transfer,No,No,60,61364.0,4.1,0,2.61,8.4,,4.21,On-Time
1045,Healthcare,Fair,Small,Bank Transfer,No,No,60,139006.0,2.9,3,0.7,34.3,,2.56,Late
1046,Healthcare,Good,Medium,Bank Transfer,No,No,90,336878.0,12.3,2,3.56,38.3,,3.06,Late
1047,Healthcare,Fair,Small,Bank Transfer,No,No,90,382822.0,3.8,1,1.74,29.0,,3.35,Late
1048,Manufacturing,Good,Large,Bank Transfer,Yes,No,30,208867.0,1.7,1,0.13,8.6,,2.06,On-Time
1049,Technology,Fair,Enterprise,Bank Transfer,No,No,15,448548.0,5.1,0,3.14,14.1,,4.18,On-Time
1050,Technology,Excellent,Small,Bank Transfer,No,Yes,30,198714.0,3.1,1,4.44,23.4,234161.90930242374,4.97,On-Time
1051,Manufacturing,Fair,Enterprise,Mobile Money,No,No,15,1071585.0,6.0,3,0.54,36.0,,2.16,Late
1052,Technology,Good,Medium,Mobile Money,Yes,No,30,189440.0,3.5,1,0.8,25.5,,4.05,On-Time
1053,Technology,Fair,Large,Mobile Money,No,Yes,45,31944.0,9.8,2,3.37,40.3,28540.108804211297,4.49,On-Time
1054,Technology,Poor,Large,Letter of Credit,No,Yes,60,87037.0,12.6,0,4.62,21.7,80684.50935177576,4.12,Late
1055,Technology,Fair,Large,Mobile Money,No,Yes,45,292824.0,1.3,1,0.78,15.9,176448.93571656267,4.11,On-Time
1056,Technology,Good,Medium,Mobile Money,No,No,15,123740.0,5.0,1,0.16,31.9,,4.29,On-Time
1057,Retail,Good,Large,Bank Transfer,No,No,30,244474.0,2.2,0,4.13,19.2,,1.73,Late
1058,Manufacturing,Fair,Enterprise,Bank Transfer,No,Yes,30,417133.0,10.2,1,3.97,20.3,495956.7294599488,2.79,On-Time
1059,Technology,Fair,Small,Mobile Money,Yes,No,45,50841.0,2.9,1,2.24,8.7,,4.59,Late
1060,Technology,Poor,Medium,Bank Transfer,No,No,15,313979.0,11.2,1,0.0,22.2,,4.86,On-Time
1061,Retail,Excellent,Small,Mobile Money,No,No,15,275320.0,2.3,1,0.0,18.9,,1.95,On-Time
1062,Manufacturing,Good,Large,Bank Transfer,No,No,45,246604.0,6.5,3,2.47,37.1,,2.22,On-Time
1063,Healthcare,Fair,Large,Bank Transfer,Yes,No,15,265230.0,2.8,0,1.6,15.2,,2.65,On-Time
1064,Technology,Fair,Large,Mobile Money,No,No,15,140620.0,4.6,1,2.18,10.4,,4.68,On-Time
1065,Construction,Fair,Small,Bank Transfer,Yes,No,45,348169.0,1.1,1,0.59,18.3,,1.17,Severely Late
1066,Technology,Fair,Large,Mobile Money,No,Yes,90,91444.0,8.8,1,0.88,27.3,61277.001501253246,4.88,Late
1067,Construction,Fair,Medium,Bank Transfer,No,Yes,30,308761.0,3.0,1,2.13,19.6,184604.79069717706,1.21,Late
1068,Technology,Good,Medium,Mobile Money,No,No,45,340935.0,8.7,2,1.63,47.0,,4.18,On-Time
1069,Retail,Excellent,Medium,Letter of Credit,No,No,60,210824.0,3.4,0,2.67,16.7,,1.0,On-Time
1070,Retail,Fair,Medium,Bank Transfer,No,Yes,60,336214.0,5.5,1,2.82,25.3,212064.87144973208,1.29,Late
1071,Manufacturing,Fair,Small,Letter of Credit,No,No,30,310036.0,4.1,0,3.54,18.0,,2.76,On-Time
1072,Healthcare,Good,Medium,Bank Transfer,No,No,45,120855.0,10.4,1,1.77,34.3,,2.08,On-Time
1073,Technology,Fair,Medium,Bank Transfer,No,No,30,904460.0,1.3,2,2.49,26.8,,4.04,On-Time
1074,Retail,Fair,Large,Bank Transfer,No,No,45,497178.0,8.1,1,3.46,13.9,,1.48,Late
1075,Manufacturing,Fair,Medium,Mobile Money,Yes,No,15,111079.0,1.7,1,1.32,15.0,,2.6,Late
1076,Retail,Fair,Medium,Cheque,No,No,60,140615.0,12.4,2,0.92,25.2,,1.22,Severely Late
1077,Retail,Excellent,Enterprise,Mobile Money,Yes,No,45,259964.0,4.4,1,0.9,18.1,,1.73,Late
1078,Manufacturing,Poor,Large,Mobile Money,No,No,45,292720.0,2.7,1,0.22,21.0,,1.45,Late
1079,Manufacturing,Poor,Small,Cheque,No,No,30,247361.0,13.3,2,1.11,34.1,,2.2,Late
1080,Manufacturing,Good,Enterprise,Bank Transfer,Yes,No,15,715606.0,15.4,0,1.85,11.2,,2.49,On-Time
1081,Manufacturing,Poor,Large,Mobile Money,Yes,Yes,60,292194.0,10.4,0,1.04,6.9,220066.2482666497,2.57,Late
1082,Manufacturing,Good,Small,Mobile Money,No,Yes,15,87724.0,14.7,3,0.84,56.9,72764.52754698753,2.14,On-Time
1083,Technology,Good,Small,Bank Transfer,No,No,60,576260.0,0.5,1,2.61,24.6,,5.41,On-Time
1084,Retail,Poor,Small,Letter of Credit,No,No,60,543609.0,6.3,1,2.4,28.1,,1.28,Late
1085,Technology,Poor,Enterprise,Mobile Money,No,No,45,432668.0,2.3,3,2.62,31.1,,3.72,Late
1086,Healthcare,Fair,Medium,Bank Transfer,No,Yes,45,763256.0,0.5,1,2.4,23.8,760317.7637893369,2.54,Late
1087,Technology,Excellent,Large,Letter of Credit,No,No,15,373060.0,6.6,2,1.54,41.5,,4.35,On-Time
1088,Construction,Excellent,Medium,Bank Transfer,No,Yes,90,405047.0,7.3,3,4.73,39.4,463302.6081203498,0.82,Severely Late
1089,Technology,Fair,Small,Cheque,Yes,Yes,30,228726.0,3.6,3,0.91,33.1,157808.78750568966,4.55,Late
1090,Manufacturing,Good,Medium,Mobile Money,No,No,60,517687.0,5.9,3,3.86,46.1,,2.23,Late
1091,Healthcare,Good,Enterprise,Letter of Credit,No,Yes,45,231836.0,16.4,1,2.06,25.5,174287.6730202818,2.89,On-Time
1092,Technology,Good,Small,Bank Transfer,No,No,15,162534.0,2.9,1,3.53,22.7,,4.24,On-Time
1093,Technology,Fair,Large,Cheque,Yes,Yes,45,636764.0,5.1,2,3.78,26.9,418624.90261277027,4.89,Late
1094,Manufacturing,Good,Medium,Bank Transfer,Yes,No,45,58431.0,16.1,0,0.66,19.6,,2.38,On-Time
1095,Construction,Fair,Small,Bank Transfer,No,Yes,15,52486.0,2.9,0,4.22,16.3,58688.60087215386,0.67,On-Time
1096,Construction,Fair,Medium,Mobile Money,No,No,45,107659.0,0.6,1,0.65,32.0,,0.8,Late
1097,Healthcare,Good,Small,Bank Transfer,No,No,30,319545.0,7.2,1,2.02,22.7,,3.03,On-Time
1098,Manufacturing,Good,Small,Letter of Credit,No,Yes,30,641076.0,3.6,1,0.11,18.8,271757.1023358216,2.12,On-Time
1099,Manufacturing,Fair,Enterprise,Mobile Money,Yes,Yes,30,351161.0,12.5,1,1.96,41.1,277677.6716027443,2.88,On-Time
1100,Retail,Fair,Medium,Bank Transfer,Yes,Yes,15,827526.0,2.7,1,2.62,24.2,665581.4132081573,1.04,On-Time
1101,Technology,Poor,Medium,Cheque,No,No,90,312872.0,11.2,0,3.1,20.9,,4.43,Late
1102,Manufacturing,Excellent,Large,Letter of Credit,No,No,30,63033.0,5.0,2,3.87,27.8,,2.23,On-Time
1103,Retail,Poor,Small,Bank Transfer,No,Yes,15,282911.0,0.7,0,1.51,15.6,195190.29130436038,1.79,On-Time
1104,Healthcare,Fair,Medium,Letter of Credit,No,Yes,30,482085.0,6.6,1,2.31,19.9,466355.4074153488,3.72,On-Time
1105,Construction,Good,Enterprise,Cheque,No,Yes,60,86460.0,4.9,1,1.6,32.7,37602.856819469416,0.81,Late
1106,Technology,Excellent,Small,Mobile Money,No,No,15,136012.0,5.7,0,2.44,23.6,,4.27,On-Time
1107,Construction,Excellent,Medium,Cheque,No,Yes,45,573763.0,3.6,0,1.56,24.8,688324.8130870027,0.51,On-Time
1108,Retail,Good,Small,Cheque,No,Yes,60,481228.0,9.5,0,3.05,19.6,520440.1040333366,0.97,On-Time
1109,Retail,Good,Large,Bank Transfer,No,No,45,104284.0,3.1,1,2.69,19.2,,1.75,Late
1110,Retail,Poor,Large,Letter of Credit,Yes,Yes,45,456499.0,6.4,2,2.83,47.4,227400.32781567538,0.85,Severely Late
1111,Manufacturing,Excellent,Small,Bank Transfer,No,No,45,319859.0,3.3,1,1.78,24.0,,2.66,On-Time
1112,Technology,Fair,Medium,Letter of Credit,No,Yes,60,288499.0,5.3,3,0.79,55.8,286494.47329093877,3.86,Severely Late
1113,Technology,Excellent,Small,Letter of Credit,Yes,No,45,508921.0,7.1,2,2.31,27.9,,4.5,On-Time
1114,Construction,Poor,Medium,Cheque,Yes,Yes,60,125997.0,5.3,0,1.96,9.6,97077.73041826457,0.46,Late
1115,Retail,Good,Medium,Mobile Money,No,No,15,220349.0,0.9,0,4.79,21.3,,1.74,On-Time
1116,Manufacturing,Poor,Medium,Mobile Money,No,Yes,90,408226.0,2.3,0,1.65,17.9,344403.20615424396,2.04,Severely Late
1117,Manufacturing,Fair,Medium,Mobile Money,No,No,45,1016905.0,5.1,1,1.75,18.5,,2.18,On-Time
1118,Technology,Excellent,Small,Bank Transfer,No,No,45,229979.0,2.1,1,0.0,26.4,,4.82,On-Time
1119,Retail,Fair,Small,Cheque,No,Yes,30,1372544.0,10.0,0,1.4,19.3,564859.0547501232,0.67,Late
1120,Technology,Good,Medium,Mobile Money,No,No,60,41428.0,7.9,0,0.51,14.9,,4.23,On-Time
1121,Technology,Excellent,Small,Bank Transfer,No,No,15,564860.0,3.7,3,0.67,38.4,,4.9,On-Time
1122,Construction,Excellent,Small,Bank Transfer,No,No,45,584520.0,8.6,1,3.44,20.6,,0.65,On-Time
1123,Manufacturing,Good,Medium,Letter of Credit,No,No,60,123723.0,17.1,0,2.29,0.0,,2.39,On-Time
1124,Retail,Fair,Medium,Letter of Credit,Yes,Yes,45,182395.0,6.9,1,1.77,21.0,204707.11186153046,1.64,Late
1125,Technology,Excellent,Large,Cheque,Yes,Yes,30,285256.0,3.9,2,1.79,38.9,205330.3784046027,4.18,On-Time
1126,Retail,Excellent,Large,Bank Transfer,No,Yes,30,139268.0,4.3,0,5.02,8.8,102096.67956429115,2.69,On-Time
1127,Construction,Good,Large,Letter of Credit,No,No,30,183026.0,2.1,1,2.32,21.3,,0.88,On-Time
1128,Technology,Excellent,Small,Cheque,No,No,60,172916.0,5.0,3,1.18,35.3,,4.7,On-Time
1129,Retail,Good,Medium,Mobile Money,Yes,No,45,329286.0,17.0,0,2.65,10.6,,1.35,On-Time
1130,Retail,Excellent,Large,Cheque,No,No,15,300019.0,1.4,1,0.69,20.4,,0.93,On-Time
1131,Construction,Good,Medium,Letter of Credit,No,Yes,30,842682.0,3.0,1,2.4,22.3,362746.2824937753,1.14,Late
1132,Manufacturing,Good,Small,Bank Transfer,No,No,30,51635.0,2.2,0,2.06,12.6,,2.29,On-Time
1133,Technology,Good,Small,Cheque,No,Yes,60,171929.0,1.3,2,0.86,31.4,140322.56755038208,4.78,Late
1134,Healthcare,Excellent,Large,Mobile Money,No,Yes,30,348638.0,1.9,1,0.94,25.9,287252.98816606624,3.71,On-Time
1135,Construction,Good,Large,Mobile Money,No,No,45,50677.0,3.0,2,4.03,34.7,,0.99,Late
1136,Construction,Good,Large,Mobile Money,No,No,30,452242.0,5.6,1,2.89,26.3,,1.09,On-Time
1137,Manufacturing,Excellent,Small,Bank Transfer,No,No,15,1000399.0,1.6,1,3.24,31.4,,2.04,On-Time
1138,Manufacturing,Excellent,Small,Bank Transfer,No,No,90,136883.0,2.3,1,3.05,22.3,,1.79,On-Time
1139,Construction,Good,Large,Mobile Money,No,No,60,257485.0,2.9,1,2.86,26.2,,0.27,On-Time
1140,Retail,Fair,Medium,Cheque,No,No,15,408990.0,9.1,4,3.19,55.7,,1.42,Late
1141,Construction,Good,Medium,Bank Transfer,No,No,60,47830.0,9.0,1,2.03,22.3,,0.93,Late
1142,Retail,Fair,Small,Cheque,No,Yes,30,616610.0,1.5,1,1.86,40.1,680432.5605211791,0.95,On-Time
1143,Technology,Good,Small,Mobile Money,Yes,No,15,345707.0,4.1,1,0.17,25.0,,4.49,On-Time
